,Archivo,Original,Falso nulo,Calculada,Valor O,Valor C
0,14002-ACATLAN DE JUAREZ.txt,"['01/08/2009', '0', '3.7', '34.5', '16']","['01/08/2009', 'Nulo', '3.7', '34.5', '16']","['01/08/2009', '0.0', '3.7', '34.5', '16.0']",0,0.0
1,14002-ACATLAN DE JUAREZ.txt,"['30/09/2009', '0', '4.1', '31', '16']","['30/09/2009', '0', '4.1', '31', 'Nulo']","['30/09/2009', '0.0', '4.1', '31.0', '16.7']",16,16.7
2,14002-ACATLAN DE JUAREZ.txt,"['06/04/2015', '0', '5.5', '28.5', '14.5']","['06/04/2015', '0', '5.5', 'Nulo', '14.5']","['06/04/2015', '0.0', '5.5', '28.6', '14.5']",28.5,28.6
3,14006-TEOCALTICHE.txt,"['13/08/2013', '0', '4.7', '29', '15']","['13/08/2013', 'Nulo', '4.7', '29', '15']","['13/08/2013', '0.0', '4.7', '29.0', '15.0']",0,0.0
4,14006-TEOCALTICHE.txt,"['08/08/2012', '0', '6.2', '32', '12.5']","['08/08/2012', '0', '6.2', 'Nulo', '12.5']","['08/08/2012', '0.0', '6.2', '30.4', '12.5']",32,30.4
5,14006-TEOCALTICHE.txt,"['31/08/2015', '23', '5.4', '29', '10']","['31/08/2015', 'Nulo', '5.4', '29', '10']","['31/08/2015', '2.6', '5.4', '29.0', '10.0']",23,2.6
6,14009-AMECA.txt,"['03/02/2009', '0', '5.6', '26.5', '8.5']","['03/02/2009', '0', 'Nulo', '26.5', '8.5']","['03/02/2009', '0.0', '4.7', '26.5', '8.5']",5.6,4.7
7,14009-AMECA.txt,"['23/09/2011', '0', '5.3', '30', '18']","['23/09/2011', '0', 'Nulo', '30', '18']","['23/09/2011', '0.0', '4.4', '30.0', '18.0']",5.3,4.4
8,14009-AMECA.txt,"['27/04/2017', '0', '10.5', '33.5', '7']","['27/04/2017', '0', '10.5', 'Nulo', '7']","['27/04/2017', '0.0', '10.5', '32.9', '7.0']",33.5,32.9
9,14011-LA HUERTA.txt,"['14/06/2011', '0', 'Nulo', '34', '26']","['14/06/2011', 'Nulo', 'Nulo', '34', '26']","['14/06/2011', '17.6', '5.6', '34.0', '26.0']",0,17.6
10,14011-LA HUERTA.txt,"['22/10/2015', '51.5', '3.6', '32.5', '26']","['22/10/2015', 'Nulo', '3.6', '32.5', '26']","['22/10/2015', '17.4', '3.6', '32.5', '26.0']",51.5,17.4
11,14011-LA HUERTA.txt,"['03/03/2014', '0', '3.5', '31.5', '15.5']","['03/03/2014', '0', '3.5', '31.5', 'Nulo']","['03/03/2014', '0.0', '3.5', '31.5', '15.9']",15.5,15.9
12,14016-IXTLAHUACAN DE LOS MEMBRILLOS.txt,"['27/10/2008', '0', '5.5', '24', '10']","['27/10/2008', '0', '5.5', '24', 'Nulo']","['27/10/2008', '0.0', '5.5', '24.0', '12.4']",10,12.4
13,14016-IXTLAHUACAN DE LOS MEMBRILLOS.txt,"['13/06/2010', '17.5', '6.9', '32', '16.5']","['13/06/2010', '17.5', 'Nulo', '32', '16.5']","['13/06/2010', '17.5', '6.9', '32.0', '16.5']",6.9,6.9
14,14016-IXTLAHUACAN DE LOS MEMBRILLOS.txt,"['25/02/2012', '0', '3.3', '28', '5']","['25/02/2012', '0', '3.3', '28', 'Nulo']","['25/02/2012', '0.0', '3.3', '28.0', '11.5']",5,11.5
15,14017-ATOTONILCO EL ALTO.txt,"['15/06/2017', '0', '6', '35', '19.5']","['15/06/2017', 'Nulo', '6', '35', '19.5']","['15/06/2017', '0.0', '6.0', '35.0', '19.5']",0,0.0
16,14017-ATOTONILCO EL ALTO.txt,"['07/01/2013', '0', '2.5', '20.5', '9.5']","['07/01/2013', 'Nulo', '2.5', '20.5', '9.5']","['07/01/2013', '0.4', '2.5', '20.5', '9.5']",0,0.4
17,14017-ATOTONILCO EL ALTO.txt,"['18/02/2015', '0', '4.3', '29.5', '9']","['18/02/2015', '0', '4.3', 'Nulo', '9']","['18/02/2015', '0.0', '4.3', '22.8', '9.0']",29.5,22.8
18,14018-ATOYAC.txt,"['22/07/2013', '1.5', '3.5', '30', '17']","['22/07/2013', '1.5', '3.5', '30', 'Nulo']","['22/07/2013', '1.5', '3.5', '30.0', '16.6']",17,16.6
19,14018-ATOYAC.txt,"['28/03/2014', '0', '8.4', '35', '12']","['28/03/2014', '0', '8.4', '35', 'Nulo']","['28/03/2014', '0.0', '8.4', '35.0', '12.5']",12,12.5
20,14018-ATOYAC.txt,"['28/12/2013', '2.8', '3', '17', '9.5']","['28/12/2013', '2.8', '3', '17', 'Nulo']","['28/12/2013', '2.8', '3.0', '17.0', '9.4']",9.5,9.4
21,14023-BOLAÑOS.txt,"['28/10/2009', '0', '2.4', '32', '17']","['28/10/2009', 'Nulo', '2.4', '32', '17']","['28/10/2009', '0.0', '2.4', '32.0', '17.0']",0,0.0
22,14023-BOLAÑOS.txt,"['21/07/2012', '0.6', '5.7', '35.5', '20']","['21/07/2012', '0.6', '5.7', 'Nulo', '20']","['21/07/2012', '0.6', '5.7', '28.2', '20.0']",35.5,28.2
23,14023-BOLAÑOS.txt,"['19/12/2014', '0', '2.8', '31', '11']","['19/12/2014', '0', '2.8', 'Nulo', '11']","['19/12/2014', '0.0', '2.8', '25.8', '11.0']",31,25.8
24,14024-TOMATLAN.txt,"['05/09/2013', '21.5', '5.2', '26.5', '22.5']","['05/09/2013', '21.5', 'Nulo', '26.5', '22.5']","['05/09/2013', '21.5', '1.5', '26.5', '22.5']",5.2,1.5
25,14024-TOMATLAN.txt,"['22/04/2011', '0', '6.8', '33', '18']","['22/04/2011', 'Nulo', '6.8', '33', '18']","['22/04/2011', '0.0', '6.8', '33.0', '18.0']",0,0.0
26,14024-TOMATLAN.txt,"['06/06/2009', '0', '7.8', '34', '24']","['06/06/2009', '0', 'Nulo', '34', '24']","['06/06/2009', '0.0', '6.4', '34.0', '24.0']",7.8,6.4
27,14025-TEOCALTICHE.txt,"['08/12/2010', '0', '0.2', '24', '3']","['08/12/2010', '0', '0.2', '24', 'Nulo']","['08/12/2010', '0.0', '0.2', '24.0', '2.6']",3,2.6
28,14025-TEOCALTICHE.txt,"['22/08/2008', '12', 'Nulo', '36', '22']","['22/08/2008', '12', 'Nulo', '36', 'Nulo']","['22/08/2008', '12.0', '3.3', '36.0', '13.8']",22,13.8
29,14025-TEOCALTICHE.txt,"['15/01/2011', '0', '6.5', 'Nulo', '-2']","['15/01/2011', '0', 'Nulo', 'Nulo', '-2']","['15/01/2011', '0.0', '2.6', '27.3', '-2.0']",6.5,2.6
30,14026-COLOTLAN.txt,"['01/07/2013', '0', '8.7', '30', '15']","['01/07/2013', '0', '8.7', 'Nulo', '15']","['01/07/2013', '0.0', '8.7', '31.7', '15.0']",30,31.7
31,14026-COLOTLAN.txt,"['19/05/2012', '0', '10.4', '35', '17']","['19/05/2012', 'Nulo', '10.4', '35', '17']","['19/05/2012', '0.0', '10.4', '35.0', '17.0']",0,0.0
32,14026-COLOTLAN.txt,"['03/01/2014', '0', '3.1', '26', '8']","['03/01/2014', '0', 'Nulo', '26', '8']","['03/01/2014', '0.0', '2.3', '26.0', '8.0']",3.1,2.3
33,14028-CIHUATLAN.txt,"['09/06/2015', '0', '5.8', '35', '25']","['09/06/2015', '0', '5.8', '35', 'Nulo']","['09/06/2015', '0.0', '5.8', '35.0', '24.1']",25,24.1
34,14028-CIHUATLAN.txt,"['17/12/2008', '0', '4.8', '35', '17']","['17/12/2008', '0', '4.8', '35', 'Nulo']","['17/12/2008', '0.0', '4.8', '35.0', '12.2']",17,12.2
35,14028-CIHUATLAN.txt,"['16/04/2014', '0', '5.8', '35', '22']","['16/04/2014', '0', 'Nulo', '35', '22']","['16/04/2014', '0.0', '6.7', '35.0', '22.0']",5.8,6.7
36,14029-CONCEPCION DE BUENOS AIRES.txt,"['01/11/2013', '0', '2', '25', '7']","['01/11/2013', 'Nulo', '2', '25', '7']","['01/11/2013', '0.1', '2.0', '25.0', '7.0']",0,0.1
37,14029-CONCEPCION DE BUENOS AIRES.txt,"['16/05/2013', '0', '2.4', '26', '9']","['16/05/2013', '0', '2.4', '26', 'Nulo']","['16/05/2013', '0.0', '2.4', '26.0', '13.9']",9,13.9
38,14029-CONCEPCION DE BUENOS AIRES.txt,"['01/06/2015', '0', 'Nulo', '23', '13']","['01/06/2015', 'Nulo', 'Nulo', '23', '13']","['01/06/2015', '0.2', '5.1', '23.0', '13.0']",0,0.2
39,14030-ZAPOTLAN EL GRANDE.txt,"['27/01/2015', '0', '4.6', '30.4', '8.8']","['27/01/2015', '0', 'Nulo', '30.4', '8.8']","['27/01/2015', '0.0', '4.2', '30.4', '8.8']",4.6,4.2
40,14030-ZAPOTLAN EL GRANDE.txt,"['21/06/2010', '0', '4.8', '30', '16.6']","['21/06/2010', '0', '4.8', '30', 'Nulo']","['21/06/2010', '0.0', '4.8', '30.0', '18.7']",16.6,18.7
41,14030-ZAPOTLAN EL GRANDE.txt,"['06/10/2009', '0', '4.3', '31.8', '17.6']","['06/10/2009', 'Nulo', '4.3', '31.8', '17.6']","['06/10/2009', '0.3', '4.3', '31.8', '17.6']",0,0.3
42,14032-COLOTLAN.txt,"['16/04/2008', '0', '6.2', '31.6', '9.3']","['16/04/2008', '0', '6.2', 'Nulo', '9.3']","['16/04/2008', '0.0', '6.2', '26.2', '9.3']",31.6,26.2
43,14032-COLOTLAN.txt,"['25/07/2015', '0', '3.5', '30', '15.5']","['25/07/2015', '0', '3.5', 'Nulo', '15.5']","['25/07/2015', '0.0', '3.5', '27.4', '15.5']",30,27.4
44,14032-COLOTLAN.txt,"['09/01/2014', '0', '2.8', '22.5', '1']","['09/01/2014', '0', 'Nulo', '22.5', '1']","['09/01/2014', '0.0', '3.4', '22.5', '1.0']",2.8,3.4
45,14033-LAGOS DE MORENO.txt,"['02/09/2009', '2', '7.7', '23', '12']","['02/09/2009', 'Nulo', '7.7', '23', '12']","['02/09/2009', '0.8', '7.7', '23.0', '12.0']",2,0.8
46,14033-LAGOS DE MORENO.txt,"['10/04/2013', '0', '4.1', '23', '1']","['10/04/2013', '0', 'Nulo', '23', '1']","['10/04/2013', '0.0', '7.6', '23.0', '1.0']",4.1,7.6
47,14033-LAGOS DE MORENO.txt,"['28/07/2009', '2', '5.4', '28', '9']","['28/07/2009', '2', '5.4', '28', 'Nulo']","['28/07/2009', '2.0', '5.4', '28.0', '13.3']",9,13.3
48,14034-TAMAZULA DE GORDIANO.txt,"['17/12/2009', '0', '0.6', '29.5', '9']","['17/12/2009', '0', '0.6', '29.5', 'Nulo']","['17/12/2009', '0.0', '0.6', '29.5', '9.1']",9,9.1
49,14034-TAMAZULA DE GORDIANO.txt,"['16/11/2010', '0', '3.5', '30.5', '9.5']","['16/11/2010', '0', 'Nulo', '30.5', '9.5']","['16/11/2010', '0.0', '3.4', '30.5', '9.5']",3.5,3.4
50,14034-TAMAZULA DE GORDIANO.txt,"['12/02/2011', '0', '4.2', '33.5', '8']","['12/02/2011', '0', '4.2', 'Nulo', '8']","['12/02/2011', '0.0', '4.2', '29.8', '8.0']",33.5,29.8
51,14035-MASCOTA.txt,"['14/05/2012', '0', '7.8', '35', '5.5']","['14/05/2012', '0', 'Nulo', '35', '5.5']","['14/05/2012', '0.0', '7.0', '35.0', '5.5']",7.8,7.0
52,14035-MASCOTA.txt,"['30/03/2014', '0', '6.8', '32.5', '8']","['30/03/2014', 'Nulo', '6.8', '32.5', '8']","['30/03/2014', '0.0', '6.8', '32.5', '8.0']",0,0.0
53,14035-MASCOTA.txt,"['05/06/2009', '0', '5', '34', '14']","['05/06/2009', '0', '5', '34', 'Nulo']","['05/06/2009', '0.0', '5.0', '34.0', '15.4']",14,15.4
54,14036-CUAUTITLAN DE GARCIA BARRAGAN.txt,"['07/04/2008', '0', '6.6', '40.5', '21.5']","['07/04/2008', '0', '6.6', '40.5', 'Nulo']","['07/04/2008', '0.0', '6.6', '40.5', '16.2']",21.5,16.2
55,14036-CUAUTITLAN DE GARCIA BARRAGAN.txt,"['14/10/2009', '0', '4.1', '37.5', '25.5']","['14/10/2009', '0', '4.1', 'Nulo', '25.5']","['14/10/2009', '0.0', '4.1', '33.7', '25.5']",37.5,33.7
56,14036-CUAUTITLAN DE GARCIA BARRAGAN.txt,"['10/07/2017', '0.2', '1.8', '36.5', '27.5']","['10/07/2017', '0.2', '1.8', '36.5', 'Nulo']","['10/07/2017', '0.2', '1.8', '36.5', '21.1']",27.5,21.1
57,14037-HUEJUCAR.txt,"['13/02/2016', '0', '6.7', '23', '1']","['13/02/2016', '0', 'Nulo', '23', '1']","['13/02/2016', '0.0', 'Nulo', '23.0', '1.0']",6.7,Nulo
58,14037-HUEJUCAR.txt,"['10/04/2009', '0', '7.4', '33', '4.5']","['10/04/2009', 'Nulo', '7.4', '33', '4.5']","['10/04/2009', 'Nulo', '7.4', '33.0', '4.5']",0,Nulo
